,CLX,CMC,CAR,AVID,PEP,FLS,ANF,OSK,VVI,EXTR,PRGS,DELL,GNW,JAKK,PLUG,RDNT,DSPG,ITW,MLM,VMC,LEN,PTX,SCOR,AXAS,GTS,NBR,HPE,TKR,RGS,MDRX,QEP,IDTI,USAK,NFLX,SUPN,CACC,WRLD,CPF,IRDM,XOMA,HOLX,DSPG,CACI,IR,LEA,HA,AAPL,HOLX,LNN,PEP,NSP,CHS,NMIH,RIG,DRI,FNF,MPC,BGFV,LEN,WMB,NUAN,SIGM,CNMD,FOE,FORR,STC,RDN,LHCG,OCLR,DELL,CASH,KMT,PFSI,TUES,ICPT
106,82.7,19.35,46.99,4.63,100.1,58.87,28.85,45.4,26.56,2.62,26.51,,5.17,8.12,1.75,5.78,8.49,94.93,142.2,98.73,45.74,0.4396,32.29,1.12,21.9,9.86,13.68,34.15,12.78,11.19,18.21,23.71,6.72,162.43,35.75,217.9,79.55,30.99,10.3,11.1,37.91,12.0,131.65,84.23,178.34,34.85,176.21,38.21,89.06,109.04,,,,,,,,,,,,,,,,,,,,,,,,,
107,82.33,19.77,48.34,4.4,97.76,61.89,27.29,46.84,26.69,2.71,26.33,,5.02,7.97,2.02,6.08,9.09,97.73,147.85,101.76,45.71,0.478,32.51,1.16,22.39,10.14,13.32,33.95,13.1,10.47,19.85,23.86,6.92,165.18,40.05,219.9,78.93,31.47,11.25,11.18,38.5,11.75,127.55,86.21,177.07,36.35,179.98,39.57,93.0,112.54,,,,,,,,,,,,,,,,,,,,,,,,,
108,83.91,18.75,46.13,4.55,94.74,54.87,27.76,45.35,27.58,2.64,27.46,,5.1,7.62,2.11,6.19,8.88,98.17,156.58,104.13,46.92,0.58,31.32,1.18,22.27,10.25,14.44,32.75,12.97,11.11,19.99,24.46,6.18,158.03,38.85,231.3,82.16,32.23,9.85,18.29,38.8,11.85,129.85,87.61,172.4,37.8,178.02,38.46,92.65,111.64,,,,,,,,,,,,,,,,,,,,,,,,,
109,82.6,19.13,49.11,5.11,95.44,58.89,27.57,47.22,27.89,2.95,27.8,,4.82,7.77,2.04,5.26,8.93,101.32,156.83,105.42,46.2,0.4941,30.93,1.21,22.1,9.61,14.34,32.17,12.71,10.67,18.81,23.59,6.75,152.38,38.65,239.05,73.88,30.91,10.1,19.4,37.72,12.3,136.55,86.75,177.69,35.6,164.94,37.26,87.58,106.15,,,,,,,,,,,,,,,,,,,,,,,,,
110,82.21,18.52,46.78,4.86,97.05,60.31,28.22,48.65,27.41,2.92,27.81,,4.95,8.16,2.08,4.93,8.76,101.39,153.67,105.11,44.73,0.4749,30.38,1.29,21.71,10.0,14.41,33.26,12.72,10.54,18.97,23.67,7.1,158.03,44.15,249.87,73.16,31.08,9.95,19.57,37.57,12.55,139.35,89.77,176.66,37.15,168.34,37.63,88.98,107.64,,,,,,,,,,,,,,,,,,,,,,,,,
111,81.57,19.19,50.63,5.03,94.44,59.65,28.58,48.31,27.45,2.76,28.12,,4.71,7.96,2.02,4.88,9.25,103.44,162.05,107.21,46.42,0.448,24.22,1.16,21.93,12.16,14.71,35.14,12.55,10.21,18.41,23.37,8.66,149.41,43.1,257.14,74.91,30.45,10.3,19.65,36.69,13.0,142.2,89.19,191.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,84.31,18.62,48.04,5.7,96.82,57.09,28.19,43.01,26.72,2.59,29.9,,5.41,7.36,2.04,4.92,9.03,103.21,166.18,108.0,49.16,0.5481,26.6,1.29,21.5,12.6,14.36,34.95,12.15,10.69,18.37,23.24,8.64,150.18,43.15,241.8,76.44,30.84,11.35,21.23,37.69,13.8,143.5,89.71,189.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,85.75,19.43,52.525,5.55,97.29,55.68,26.88,39.49,26.8,2.3,30.27,,5.06,7.61,2.0,5.0,8.97,104.88,165.63,107.0,48.65,0.52,27.6,1.35,21.54,12.87,15.05,34.42,12.16,11.73,18.09,23.54,8.92,161.12,44.25,242.28,79.08,29.2,11.3,22.74,36.28,13.925,143.15,91.1,191.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,88.64,19.02,53.18,5.87,98.53,55.42,26.86,41.42,26.95,2.31,29.86,,4.95,7.34,2.11,5.48,8.89,104.66,170.6,108.89,48.69,0.5521,26.71,1.45,21.77,13.05,15.81,34.46,11.75,11.42,17.96,23.99,9.53,188.54,42.2,250.03,75.84,29.11,11.1,22.65,37.01,13.8,144.65,90.93,197.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,89.61,19.66,53.69,5.85,93.78,54.49,25.52,42.85,26.62,2.17,29.28,,4.68,7.45,2.22,5.05,9.5,104.52,169.23,107.63,46.8,0.5856,25.95,1.36,20.43,11.95,16.08,32.98,12.67,11.72,18.16,23.24,9.39,184.04,41.0,248.43,74.78,29.14,12.7,23.0,37.24,13.45,130.0,93.82,186.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,89.88,18.97,51.87,5.38,96.71,57.21,25.78,46.34,28.1,2.32,29.68,,4.73,6.48,2.06,5.47,9.4,104.19,177.91,114.43,46.8,0.742,26.31,1.5,19.0,11.6,16.71,32.3,12.26,11.64,17.52,23.82,8.61,180.27,41.05,271.12,76.87,29.27,10.45,23.79,39.56,13.45,124.8,95.24,186.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,93.6,19.03,55.16,5.09,99.13,59.31,26.08,46.7,27.07,2.83,29.35,,4.68,6.52,1.92,5.15,9.32,102.98,184.75,115.64,46.75,0.715,26.09,1.59,22.05,12.58,16.65,38.4,13.73,11.89,17.21,23.7,8.0,171.4,41.4,273.3,75.43,28.1,10.95,30.44,38.97,12.7,125.2,89.16,189.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,93.7,18.54,56.1,4.96,99.06,62.55,25.79,47.09,27.05,2.93,29.31,,5.06,7.0,1.79,5.07,10.27,103.14,187.18,115.75,46.5,0.8168,27.47,1.47,22.31,13.62,15.3,38.25,14.22,12.39,16.87,25.86,9.4,166.54,43.2,261.83,73.0,29.36,11.4,22.9,39.96,12.55,128.05,91.03,189.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,93.17,17.75,57.23,4.7,98.98,62.13,24.74,48.79,26.84,2.85,27.985,,4.97,6.82,1.68,5.26,10.1,105.34,191.83,118.12,46.32,0.6481,30.0,1.59,22.42,14.29,16.39,39.6,14.08,12.05,14.05,25.66,10.04,165.95,43.95,267.68,72.47,30.54,12.05,28.33,40.87,13.2,131.0,90.15,182.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,95.83,17.93,60.05,4.66,96.17,58.98,20.17,46.8,26.85,2.8,27.46,,4.59,7.43,1.82,5.26,10.24,107.21,186.73,115.7,46.56,0.5927,31.81,1.69,22.13,17.05,18.14,39.45,13.55,12.13,14.05,25.03,11.61,174.74,47.4,275.48,77.31,32.18,12.55,31.14,40.85,12.85,133.5,86.29,190.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,93.25,17.5,56.79,4.58,94.32,56.38,20.91,47.19,27.03,3.13,26.76,,3.81,7.4,1.91,5.29,10.54,108.09,185.54,115.49,45.18,0.545,29.9,1.69,22.91,16.62,18.78,39.3,14.95,11.86,12.91,24.5,11.57,176.42,48.6,261.75,77.92,32.44,12.25,32.5,42.69,13.0,134.7,89.63,190.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,92.96,17.99,58.4,4.61,95.34,57.6,21.87,47.88,27.79,3.3,26.84,,3.52,7.54,1.8,5.07,10.13,106.24,182.74,113.99,44.34,0.58,32.46,1.63,23.46,15.74,19.16,39.65,15.37,12.02,13.16,25.05,12.15,182.1,49.05,269.42,78.98,32.16,11.225,31.88,43.53,12.95,134.1,89.48,182.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,93.28,17.36,59.04,5.11,95.95,57.01,21.72,47.44,28.14,3.395,26.41,,3.93,6.9,1.75,5.16,10.11,101.69,187.92,118.6,43.11,0.6496,31.06,1.88,22.59,16.31,18.79,40.65,14.77,11.98,12.12,25.79,12.49,187.35,39.0,273.21,79.68,32.82,11.6,33.24,43.37,12.7,132.35,83.86,185.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,91.49,18.16,61.73,5.605,95.69,56.58,22.22,47.87,27.07,3.27,26.18,,3.73,7.48,1.71,5.39,10.14,104.81,189.13,119.88,42.34,0.6221,30.66,1.69,20.7,16.4,17.63,39.7,14.52,12.68,12.71,25.88,14.05,181.35,40.0,280.17,82.89,31.55,11.8,35.6,42.75,12.5,137.15,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,89.28,17.22,60.26,5.24,96.2,55.78,21.72,49.14,27.03,3.47,23.0,,3.09,7.34,1.86,5.59,10.57,108.36,196.7,123.61,41.54,0.5829,29.88,1.55,21.27,18.18,17.56,42.15,14.9,12.46,12.2,26.34,13.92,198.02,42.4,286.96,84.32,31.09,12.05,34.36,43.98,12.55,137.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,89.97,18.06,59.49,5.55,95.81,57.24,22.11,48.72,26.89,3.625,23.78,,2.48,7.65,1.73,5.87,10.73,111.22,197.57,124.8,41.36,4.29,29.52,1.73,21.09,17.29,,44.2,14.56,12.07,11.48,26.33,13.93,199.49,41.35,282.95,82.88,29.47,12.7,33.71,43.71,13.05,139.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,88.83,18.01,59.14,5.25,95.17,56.64,22.86,47.92,25.24,3.57,24.32,,2.46,7.43,1.68,5.94,10.45,114.58,198.25,126.4,41.22,4.06,30.18,1.84,19.74,17.58,,42.95,14.31,11.82,11.05,26.05,13.52,194.16,41.85,284.0,81.91,30.36,12.6,33.58,43.46,13.05,141.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,88.27,17.07,56.99,5.36,95.56,56.65,22.51,54.81,28.67,3.59,24.63,,2.78,7.5,1.79,6.01,10.83,115.4,202.65,123.98,41.34,3.7,28.52,2.0,19.28,16.2,,45.4,13.89,11.97,11.79,24.2,14.11,199.54,41.25,299.0,83.35,30.48,12.8,33.39,43.38,13.0,146.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,85.63,17.03,61.96,5.02,96.55,55.7,21.9,52.69,28.37,3.59,24.28,,2.18,7.22,1.79,5.95,10.49,116.84,198.31,118.98,41.4,3.59,27.11,2.14,20.0,16.21,,44.6,12.55,12.38,9.63,23.53,14.46,200.01,42.05,280.79,75.53,32.02,12.2,31.93,42.04,12.45,143.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,88.11,17.03,68.14,4.93,98.22,57.1,21.42,54.02,28.24,3.91,24.99,,1.7,7.23,1.71,6.28,10.75,118.89,196.46,118.92,41.25,3.94,28.72,2.29,19.28,15.74,,45.15,12.71,12.32,9.01,23.36,16.76,192.02,37.25,283.35,74.78,30.83,11.675,25.46,37.74,12.325,150.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,87.01,17.25,68.89,5.03,96.26,57.12,20.82,54.82,27.45,3.76,23.76,,1.93,7.12,1.69,6.53,11.25,119.64,192.25,116.7,43.47,3.5,29.82,2.52,18.33,15.31,,44.5,12.58,11.9,,23.59,17.19,193.2,38.0,286.01,77.09,30.41,12.55,25.9,39.29,12.3,151.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,87.28,17.28,67.51,5.05,96.43,55.0,20.47,50.16,27.92,4.14,24.01,,2.18,7.45,1.67,6.64,12.06,119.63,188.28,116.08,44.28,3.3,28.94,2.61,19.17,14.62,,43.05,12.47,11.38,,25.02,17.51,195.75,39.5,288.46,76.4,30.5,12.4,26.16,39.21,12.4,150.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,86.44,18.03,66.28,5.26,93.05,54.35,22.45,50.79,26.79,4.34,24.27,,2.88,7.41,1.67,7.0,11.65,121.12,184.63,114.48,42.01,2.75,28.95,2.57,18.24,14.56,,45.0,12.4,11.96,,24.8,18.56,186.82,37.2,304.27,83.54,29.83,11.5,28.94,38.21,12.15,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,87.37,17.47,63.56,5.22,93.74,54.26,22.55,51.83,28.26,4.42,23.72,,2.8,7.84,1.51,6.83,11.32,115.78,175.0,107.87,44.83,2.97,32.74,2.78,17.17,13.44,,44.55,11.95,12.24,,27.59,18.41,188.54,38.15,319.28,79.73,29.92,11.6,23.19,39.57,12.85,157.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,87.54,18.24,63.35,5.35,94.86,53.52,22.34,45.7,28.8,3.99,22.53,,3.03,7.81,1.37,6.99,11.53,116.19,173.95,108.34,43.42,2.82,32.86,2.79,17.18,13.49,,44.95,12.18,12.47,,26.2,17.7,190.12,39.65,326.0,81.26,31.02,11.55,22.51,38.46,12.7,146.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,88.09,17.61,59.55,5.33,94.91,52.38,23.61,44.22,29.16,4.08,22.93,,2.67,7.77,1.44,7.32,12.04,117.81,181.29,112.05,42.56,2.64,32.67,2.51,16.73,12.41,,43.55,11.86,12.79,,26.58,18.39,189.94,38.85,325.03,80.96,31.32,11.3,21.47,37.26,11.9,148.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,88.49,16.23,54.0,5.19,94.66,52.43,21.12,41.67,28.86,4.14,23.77,,2.74,7.97,1.63,7.4,12.01,119.84,179.11,113.73,42.93,1.94,31.58,2.53,17.57,13.07,,45.2,11.72,12.76,,26.98,18.13,191.96,39.85,323.48,80.72,29.97,11.25,20.31,37.63,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,88.24,14.93,49.02,4.78,95.55,49.25,21.82,40.0,30.35,4.08,24.0,,2.54,8.38,1.71,7.58,11.36,117.2,170.12,106.47,43.69,2.9332,32.68,2.47,18.05,13.67,,43.4,11.17,12.85,,27.92,18.46,209.99,41.5,329.01,85.62,29.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,90.84,15.16,49.83,4.34,96.78,49.22,21.74,40.8,30.38,3.46,23.19,,2.64,8.52,1.67,7.49,10.48,115.89,173.38,109.77,44.46,2.79,32.51,2.32,17.87,12.83,,42.6,11.15,12.21,,27.99,20.54,221.23,44.15,340.99,83.99,28.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,90.03,16.59,53.64,4.41,96.18,46.95,20.31,38.04,31.16,3.6,26.23,,2.99,9.43,1.56,7.86,10.4,113.06,179.73,111.53,43.85,2.76,32.26,2.31,18.31,11.79,,44.9,10.89,12.1,,28.57,20.49,220.46,46.9,346.5,85.45,29.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,89.58,17.29,55.75,,96.35,46.99,20.09,36.54,30.11,3.7,26.5,,3.43,9.22,1.62,6.85,10.4,113.84,181.32,112.57,45.79,2.79,33.03,2.16,18.1,11.77,,48.25,10.91,12.51,,31.3,20.01,274.6,41.45,376.18,117.31,28.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,88.51,17.01,57.67,,99.1,46.94,19.62,36.96,32.1,2.76,25.89,,3.81,9.58,1.58,6.8,10.8,114.02,192.33,116.75,45.14,2.44,32.44,2.105,18.08,6.75,,47.95,9.13,13.12,,33.28,24.99,267.43,39.15,319.13,112.18,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,88.65,16.86,57.52,,99.23,47.72,19.02,38.97,30.25,2.59,23.62,,3.56,9.53,1.42,6.8,11.7,123.91,229.74,134.18,46.81,2.37,22.86,1.68,16.6,6.97,,48.05,9.32,12.68,,32.38,25.66,249.18,37.2,312.32,104.82,29.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,88.33,16.83,59.75,,96.25,44.96,16.45,37.75,30.85,2.495,22.46,,3.62,8.93,1.47,6.25,12.4,123.96,219.67,128.2,46.46,2.61,,1.97,16.22,,,45.95,9.44,12.85,,32.65,25.95,278.52,38.35,321.91,111.28,29.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,89.62,16.34,60.15,,93.53,44.94,19.18,42.05,31.13,2.72,24.54,,3.67,9.2,1.48,6.2,12.0,125.77,225.31,132.07,47.43,3.27,,2.02,16.63,,,46.1,9.28,12.94,,30.75,26.31,285.93,39.4,317.87,111.15,27.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,89.5,16.42,63.08,,90.92,42.51,20.45,39.6,30.86,2.81,25.26,,3.51,9.19,1.44,6.15,11.3,125.2,223.25,127.06,49.9,3.85,,2.02,16.95,,,46.45,9.85,13.22,,29.85,25.69,301.05,39.65,324.54,111.63,28.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,90.07,15.68,58.65,,91.62,42.7,19.5,39.27,30.63,3.09,25.26,,3.37,8.95,1.43,6.25,11.85,127.02,231.16,128.51,52.72,3.85,,2.2,16.94,,,46.25,10.74,13.05,,30.44,26.35,331.44,44.85,339.58,109.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,91.71,16.1,58.18,,93.05,41.81,21.14,38.05,29.32,3.03,24.65,,3.11,8.61,1.43,6.25,12.2,124.92,220.39,123.45,52.83,3.86,,1.96,16.52,,,45.55,10.48,13.7,,30.15,25.96,318.45,44.7,336.74,110.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,91.7,16.23,65.07,,93.47,40.78,21.97,36.14,29.32,3.0,24.39,,3.05,8.63,1.32,6.75,12.3,124.85,225.11,125.59,51.04,3.97,,1.9,16.97,,,44.5,10.24,13.73,,29.73,25.71,300.94,44.45,321.91,101.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,91.9,16.18,66.77,,94.16,41.52,20.35,36.63,28.23,3.03,24.14,,2.58,8.64,1.27,6.45,13.05,122.46,221.53,125.15,51.19,3.7,,1.87,16.91,,,46.25,10.27,14.23,,31.94,24.11,300.69,45.15,328.76,102.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,92.77,14.21,66.05,,99.47,46.62,20.83,41.39,28.38,3.11,25.07,,2.57,8.2,1.2,6.3,12.75,122.88,219.84,123.8,50.68,3.73,,1.72,16.71,,,46.4,10.09,14.39,,32.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,92.25,13.08,61.07,,99.7,41.82,20.41,38.93,27.77,3.09,24.99,,2.76,8.35,1.25,6.2,11.75,123.39,220.67,124.4,51.79,3.48,,1.93,16.12,,,48.75,10.09,13.89,,33.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,89.48,12.99,61.27,,102.43,43.77,20.64,40.96,28.09,3.21,25.82,,2.88,6.8,1.25,5.9,11.2,123.74,227.75,129.87,52.01,3.71,,1.86,15.62,,,48.7,10.01,14.08,,33.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,89.2,13.42,57.31,,102.19,46.36,21.19,41.09,29.47,3.2,26.32,,2.86,6.55,1.18,6.05,11.0,128.86,239.78,134.36,50.5,4.17,,1.93,15.56,,,45.45,10.59,13.68,,28.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,88.25,14.72,61.91,,99.72,47.42,22.62,42.28,26.62,3.51,25.52,,3.49,6.5,1.12,5.9,10.15,127.21,230.91,128.88,49.79,6.19,,1.83,15.26,,,44.7,10.48,12.94,,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,88.44,15.4,62.3,,98.04,44.81,19.9,40.96,27.5,3.41,24.68,,3.57,6.95,0.94,5.95,10.35,128.0,230.32,122.6,50.39,5.85,,1.94,22.22,,,43.65,10.28,12.57,,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,89.21,15.36,62.45,,100.1,45.74,24.37,43.27,27.16,3.38,25.11,,3.92,6.9,1.18,6.2,10.5,130.31,217.55,119.33,52.15,4.59,,1.83,23.2,,,42.8,10.07,13.26,,29.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,88.6,15.05,60.62,,100.74,46.17,26.71,43.3,27.97,3.51,25.69,,4.62,7.1,1.11,5.95,10.55,131.68,210.05,117.82,51.53,4.01,,1.59,24.5,,,43.85,12.47,14.15,,30.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,89.81,14.71,60.46,,101.06,44.95,26.28,42.23,29.1,3.7,26.4,,4.8,7.05,1.13,6.0,10.2,134.33,217.69,121.47,52.73,4.29,,1.62,24.39,,,45.15,13.38,14.14,,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,88.98,14.97,58.23,,97.78,41.24,26.14,38.96,28.66,3.68,26.73,,4.88,7.35,1.07,5.35,10.45,134.02,212.81,118.75,52.0,4.11,,1.55,24.11,,,44.0,12.81,14.4,,32.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,90.57,14.78,58.88,,97.9,40.66,25.3,37.33,28.76,3.52,26.1,,4.96,7.05,1.01,5.65,11.8,135.5,211.95,116.47,52.93,4.45,,1.63,24.44,,,46.85,13.11,14.65,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,95.64,15.5,56.805,,100.54,42.89,27.18,39.86,28.26,3.52,25.79,,4.89,5.05,1.2,5.8,11.85,132.77,207.24,112.74,52.12,4.62,,1.61,23.54,,,49.1,13.54,14.58,,30.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,96.47,16.09,57.44,,99.92,42.08,27.0,39.04,29.61,3.29,25.34,,4.96,5.15,1.36,5.9,12.0,132.47,218.25,120.48,53.32,4.02,,1.8,23.68,,,48.55,14.27,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,97.09,16.16,55.0,,97.21,38.03,25.53,34.81,29.15,3.45,27.77,,5.1,5.3,1.38,5.75,12.3,131.73,221.41,123.99,53.48,3.85,,1.7,23.96,,,49.35,15.12,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,96.3,15.61,55.79,,93.93,36.01,25.55,34.23,29.53,3.54,28.64,,5.05,5.5,2.03,5.9,11.9,130.17,210.11,117.28,54.03,4.82,,1.69,23.99,,,50.4,14.72,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,99.47,16.57,55.68,,95.85,37.02,25.84,33.67,30.23,3.64,28.97,,5.21,5.6,2.24,6.05,12.25,134.87,218.89,120.97,53.33,3.43,,1.7,24.19,,,51.0,15.43,15.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,99.5,16.59,55.335,,99.3,38.64,26.24,32.93,29.75,3.88,29.11,,3.98,5.25,2.12,6.05,12.45,138.09,220.19,120.88,52.43,3.0,,1.77,23.69,,,47.9,15.0,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,100.79,16.29,53.45,,97.32,40.72,24.42,33.42,30.54,3.89,29.06,,4.02,5.1,2.24,6.05,12.4,139.6,237.55,127.74,54.25,3.1025,,1.72,24.2,,,46.65,14.57,14.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,100.12,16.61,56.29,,98.49,40.82,24.77,32.01,30.34,3.98,29.08,,4.21,5.25,2.29,6.5,12.05,137.38,230.54,128.25,53.25,2.47,,1.65,26.48,,,46.65,14.3,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,99.71,16.43,54.27,,99.58,41.39,26.5,34.27,30.46,3.99,28.65,,4.37,5.15,2.07,7.65,12.3,137.0,228.39,125.95,51.88,2.62,,1.65,27.18,,,46.0,15.68,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,101.62,16.07,51.0,,98.36,42.29,28.48,33.74,31.87,3.9,28.9,,4.36,5.5,1.895,7.25,12.15,140.37,227.76,126.43,51.61,2.96,,1.84,27.67,,,47.0,16.13,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,98.86,16.29,51.26,,100.0,44.13,32.28,37.24,31.73,3.91,29.01,,4.12,5.35,1.9,7.35,12.25,143.61,226.55,126.26,51.76,3.02,,1.88,28.57,,,49.2,15.84,14.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,99.47,16.55,50.43,,101.31,45.18,32.46,37.11,31.8,3.89,29.6,,4.22,5.2,1.93,7.7,12.5,144.8,234.82,130.33,50.54,2.97,,1.89,26.26,,,49.0,15.98,13.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,104.41,16.57,48.91,,101.29,46.81,31.7,40.6,30.87,3.81,28.36,,3.88,5.75,2.04,7.6,11.65,148.63,230.33,129.38,51.31,3.0,,1.91,26.66,,,47.45,15.59,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,105.65,17.29,46.3,,100.68,44.14,31.41,40.32,30.96,4.23,27.02,,4.04,5.4,2.23,7.7,11.9,145.78,228.27,132.23,50.28,2.94,,1.96,26.49,,,48.8,15.47,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,103.87,16.08,44.31,,103.78,43.91,31.56,40.05,30.65,4.49,28.15,,3.81,5.5,2.25,7.75,11.6,143.25,222.58,126.68,52.8,3.15,,2.0,24.85,,,49.15,15.36,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,106.62,16.01,42.4,,105.08,42.21,28.6,39.21,31.55,4.49,27.2,,3.94,5.25,2.04,7.7,11.85,146.06,227.9,128.17,55.89,3.02,,2.23,25.23,,,51.1,15.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,109.08,15.62,44.2,,103.77,44.28,28.51,40.2,31.74,4.59,27.33,,3.88,5.1,2.03,7.65,12.3,145.7,223.27,124.96,56.02,2.81,,2.08,24.86,,,52.2,15.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,108.4,15.3,40.58,,101.98,47.0,28.87,40.04,32.09,4.14,27.09,,3.8,5.1,2.08,7.65,12.25,147.29,224.67,126.19,57.5,2.83,,2.09,24.36,,,55.25,15.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,106.71,15.41,43.43,,102.96,48.81,26.73,48.85,34.82,4.06,27.09,,3.43,4.9,2.44,7.75,12.4,140.83,226.5,124.0,58.01,2.77,,2.06,24.0,,,54.7,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,106.93,15.77,42.19,,104.96,46.26,25.05,46.33,35.97,4.05,26.69,,3.6,4.75,2.3,7.65,11.85,142.88,214.42,121.84,54.62,2.83,,2.15,23.79,,,50.0,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
